window_id,vehicle_id,vehicle_model,anomaly_score,local_alert,gnn_campaign_score,cluster_id,vehicles_in_cluster,behavioral_cohesion,eval_dominant_attack_type,final_decision
34965,Hyundai,Hyundai,1.0,1,0.9881,-1,0,0.0,,isolated_attack
34966,Hyundai,Hyundai,1.0,1,0.9912,3,2,0.9926,malfunction,coordinated_attack
34967,Hyundai,Hyundai,1.0,1,0.9935,-1,0,0.0,,isolated_attack
34968,Hyundai,Hyundai,1.0,1,0.9869,-1,0,0.0,,isolated_attack
34969,Hyundai,Hyundai,1.0,1,0.9846,-1,0,0.0,,isolated_attack
34970,Hyundai,Hyundai,1.0,1,0.987,-1,0,0.0,,isolated_attack
34971,Hyundai,Hyundai,1.0,1,0.9896,3,2,0.9926,malfunction,coordinated_attack
34972,Hyundai,Hyundai,1.0,1,0.9913,3,2,0.9926,malfunction,coordinated_attack
34973,Hyundai,Hyundai,1.0,1,0.9852,-1,0,0.0,,isolated_attack
34974,Hyundai,Hyundai,1.0,1,0.9894,-1,0,0.0,,isolated_attack
34975,Hyundai,Hyundai,1.0,1,0.9892,-1,0,0.0,,isolated_attack
34976,Hyundai,Hyundai,1.0,1,0.9864,-1,0,0.0,,isolated_attack
34977,Hyundai,Hyundai,1.0,1,0.989,-1,0,0.0,,isolated_attack
34978,Hyundai,Hyundai,1.0,1,0.9925,3,2,0.9926,malfunction,coordinated_attack
34979,Hyundai,Hyundai,1.0,1,0.9911,3,2,0.9926,malfunction,coordinated_attack
34980,Hyundai,Hyundai,1.0,1,0.9835,-1,0,0.0,,isolated_attack
34981,Hyundai,Hyundai,1.0,1,0.9874,-1,0,0.0,,isolated_attack
34982,Hyundai,Hyundai,1.0,1,0.9896,-1,0,0.0,,isolated_attack
34983,Hyundai,Hyundai,1.0,1,0.9883,-1,0,0.0,,isolated_attack
34984,Hyundai,Hyundai,1.0,1,0.9912,3,2,0.9926,malfunction,coordinated_attack
34985,Hyundai,Hyundai,1.0,1,0.9892,3,2,0.9926,malfunction,coordinated_attack
34986,Hyundai,Hyundai,1.0,1,0.9903,3,2,0.9926,malfunction,coordinated_attack
34987,Hyundai,Hyundai,1.0,1,0.9908,3,2,0.9926,malfunction,coordinated_attack
34988,Hyundai,Hyundai,1.0,1,0.9866,-1,0,0.0,,isolated_attack
34989,Hyundai,Hyundai,1.0,1,0.9904,3,2,0.9926,malfunction,coordinated_attack
34990,Hyundai,Hyundai,1.0,1,0.9879,-1,0,0.0,,isolated_attack
34991,Hyundai,Hyundai,1.0,1,0.9915,3,2,0.9926,malfunction,coordinated_attack
34992,Hyundai,Hyundai,1.0,1,0.9916,3,2,0.9926,malfunction,coordinated_attack
34993,Hyundai,Hyundai,1.0,1,0.9906,3,2,0.9926,malfunction,coordinated_attack
34994,Hyundai,Hyundai,1.0,1,0.9895,-1,0,0.0,,isolated_attack
34995,Hyundai,Hyundai,1.0,1,0.9854,-1,0,0.0,,isolated_attack
34996,Hyundai,Hyundai,1.0,1,0.9851,-1,0,0.0,,isolated_attack
34997,Hyundai,Hyundai,1.0,1,0.993,-1,0,0.0,,isolated_attack
34998,Hyundai,Hyundai,1.0,1,0.9932,-1,0,0.0,,isolated_attack
34999,Hyundai,Hyundai,1.0,1,0.9908,3,2,0.9926,malfunction,coordinated_attack
35000,Hyundai,Hyundai,1.0,1,0.9904,3,2,0.9926,malfunction,coordinated_attack
35001,Hyundai,Hyundai,1.0,1,0.9882,-1,0,0.0,,isolated_attack
35002,Hyundai,Hyundai,1.0,1,0.9865,-1,0,0.0,,isolated_attack
35003,Hyundai,Hyundai,1.0,1,0.9914,3,2,0.9926,malfunction,coordinated_attack
35004,Hyundai,Hyundai,1.0,1,0.9918,3,2,0.9926,malfunction,coordinated_attack
35005,Hyundai,Hyundai,1.0,1,0.989,-1,0,0.0,,isolated_attack
35006,Hyundai,Hyundai,1.0,1,0.9865,-1,0,0.0,,isolated_attack
35007,Hyundai,Hyundai,1.0,1,0.9866,-1,0,0.0,,isolated_attack
35008,Hyundai,Hyundai,1.0,1,0.9896,-1,0,0.0,,isolated_attack
35009,Hyundai,Hyundai,1.0,1,0.9924,-1,0,0.0,,isolated_attack
35010,Hyundai,Hyundai,1.0,1,0.9949,-1,0,0.0,,isolated_attack
35011,Hyundai,Hyundai,1.0,1,0.9902,3,2,0.9926,malfunction,coordinated_attack
35012,Hyundai,Hyundai,1.0,1,0.9873,-1,0,0.0,,isolated_attack
35013,Hyundai,Hyundai,1.0,1,0.9914,3,2,0.9926,malfunction,coordinated_attack
35014,Hyundai,Hyundai,1.0,1,0.9906,3,2,0.9926,malfunction,coordinated_attack
35015,Hyundai,Hyundai,1.0,1,0.9889,-1,0,0.0,,isolated_attack
35016,Hyundai,Hyundai,1.0,1,0.9897,-1,0,0.0,,isolated_attack
35017,Hyundai,Hyundai,1.0,1,0.9911,3,2,0.9926,malfunction,coordinated_attack
35018,Hyundai,Hyundai,1.0,1,0.9904,3,2,0.9926,malfunction,coordinated_attack
35019,Hyundai,Hyundai,1.0,1,0.9899,3,2,0.9926,malfunction,coordinated_attack
35020,Hyundai,Hyundai,1.0,1,0.9881,-1,0,0.0,,isolated_attack
35021,Hyundai,Hyundai,1.0,1,0.9886,-1,0,0.0,,isolated_attack
35022,Hyundai,Hyundai,1.0,1,0.9886,-1,0,0.0,,isolated_attack
35023,Hyundai,Hyundai,1.0,1,0.9876,-1,0,0.0,,isolated_attack
35024,Hyundai,Hyundai,1.0,1,0.9864,-1,0,0.0,,isolated_attack
35025,Hyundai,Hyundai,1.0,1,0.9905,3,2,0.9926,malfunction,coordinated_attack
35026,Hyundai,Hyundai,1.0,1,0.9902,3,2,0.9926,malfunction,coordinated_attack
35027,Hyundai,Hyundai,1.0,1,0.99,3,2,0.9926,malfunction,coordinated_attack
35028,Hyundai,Hyundai,1.0,1,0.9888,-1,0,0.0,,isolated_attack
35029,Hyundai,Hyundai,1.0,1,0.9912,3,2,0.9926,malfunction,coordinated_attack
35030,Hyundai,Hyundai,1.0,1,0.9918,3,2,0.9926,malfunction,coordinated_attack
35031,Hyundai,Hyundai,1.0,1,0.9898,-1,0,0.0,,isolated_attack
35032,Hyundai,Hyundai,1.0,1,0.9888,-1,0,0.0,,isolated_attack
35033,Hyundai,Hyundai,1.0,1,0.9846,-1,0,0.0,,isolated_attack
35034,Hyundai,Hyundai,1.0,1,0.9889,3,2,0.9926,malfunction,coordinated_attack
35035,Hyundai,Hyundai,1.0,1,0.9947,-1,0,0.0,,isolated_attack
35036,Hyundai,Hyundai,1.0,1,0.9932,-1,0,0.0,,isolated_attack
35037,Hyundai,Hyundai,1.0,1,0.9908,3,2,0.9926,malfunction,coordinated_attack
35038,Hyundai,Hyundai,1.0,1,0.99,3,2,0.9926,malfunction,coordinated_attack
35039,Hyundai,Hyundai,1.0,1,0.9863,-1,0,0.0,,isolated_attack
35040,Hyundai,Hyundai,1.0,1,0.9885,-1,0,0.0,,isolated_attack
35041,Hyundai,Hyundai,1.0,1,0.9929,-1,0,0.0,,isolated_attack
35042,Hyundai,Hyundai,1.0,1,0.9914,3,2,0.9926,malfunction,coordinated_attack
35043,Hyundai,Hyundai,1.0,1,0.9896,-1,0,0.0,,isolated_attack
35044,Hyundai,Hyundai,1.0,1,0.9847,-1,0,0.0,,isolated_attack
35045,Hyundai,Hyundai,1.0,1,0.9849,-1,0,0.0,,isolated_attack
35046,Hyundai,Hyundai,1.0,1,0.991,3,2,0.9926,malfunction,coordinated_attack
35047,Hyundai,Hyundai,1.0,1,0.9945,-1,0,0.0,,isolated_attack
35048,Hyundai,Hyundai,1.0,1,0.9927,3,2,0.9926,malfunction,coordinated_attack
35049,Hyundai,Hyundai,1.0,1,0.991,3,2,0.9926,malfunction,coordinated_attack
35050,Hyundai,Hyundai,1.0,1,0.9868,-1,0,0.0,,isolated_attack
35051,Hyundai,Hyundai,1.0,1,0.9871,-1,0,0.0,,isolated_attack
35052,Hyundai,Hyundai,1.0,1,0.9934,-1,0,0.0,,isolated_attack
35053,Hyundai,Hyundai,1.0,1,0.994,-1,0,0.0,,isolated_attack
35054,Hyundai,Hyundai,1.0,1,0.9923,3,2,0.9926,malfunction,coordinated_attack
35055,Hyundai,Hyundai,1.0,1,0.9838,-1,0,0.0,,isolated_attack
35056,Hyundai,Hyundai,1.0,1,0.9855,-1,0,0.0,,isolated_attack
35057,Hyundai,Hyundai,1.0,1,0.9875,-1,0,0.0,,isolated_attack
35058,Hyundai,Hyundai,1.0,1,0.9926,-1,0,0.0,,isolated_attack
35059,Hyundai,Hyundai,1.0,1,0.9939,-1,0,0.0,,isolated_attack
35060,Hyundai,Hyundai,1.0,1,0.9904,3,2,0.9926,malfunction,coordinated_attack
35061,Hyundai,Hyundai,1.0,1,0.9863,-1,0,0.0,,isolated_attack
35062,Hyundai,Hyundai,1.0,1,0.9847,-1,0,0.0,,isolated_attack
35063,Hyundai,Hyundai,1.0,1,0.9913,3,2,0.9926,malfunction,coordinated_attack
35064,Hyundai,Hyundai,1.0,1,0.9933,-1,0,0.0,,isolated_attack
35065,Hyundai,Hyundai,1.0,1,0.9928,-1,0,0.0,,isolated_attack
35066,Hyundai,Hyundai,1.0,1,0.9884,-1,0,0.0,,isolated_attack
35067,Hyundai,Hyundai,1.0,1,0.9845,-1,0,0.0,,isolated_attack
35068,Hyundai,Hyundai,1.0,1,0.9899,3,2,0.9926,malfunction,coordinated_attack
35069,Hyundai,Hyundai,1.0,1,0.9918,3,2,0.9926,malfunction,coordinated_attack
35070,Hyundai,Hyundai,1.0,1,0.9949,-1,0,0.0,,isolated_attack
35071,Hyundai,Hyundai,1.0,1,0.9939,-1,0,0.0,,isolated_attack
35072,Hyundai,Hyundai,1.0,1,0.9877,-1,0,0.0,,isolated_attack
35073,Hyundai,Hyundai,1.0,1,0.9874,-1,0,0.0,,isolated_attack
35074,Hyundai,Hyundai,1.0,1,0.9883,-1,0,0.0,,isolated_attack
35075,Hyundai,Hyundai,1.0,1,0.9939,-1,0,0.0,,isolated_attack
35076,Hyundai,Hyundai,1.0,1,0.995,-1,0,0.0,,isolated_attack
35077,Hyundai,Hyundai,1.0,1,0.9885,-1,0,0.0,,isolated_attack
35078,Hyundai,Hyundai,1.0,1,0.9842,-1,0,0.0,,isolated_attack
35079,Hyundai,Hyundai,1.0,1,0.9886,-1,0,0.0,,isolated_attack
35080,Hyundai,Hyundai,1.0,1,0.9936,-1,0,0.0,,isolated_attack
35081,Hyundai,Hyundai,1.0,1,0.9943,-1,0,0.0,,isolated_attack
35082,Hyundai,Hyundai,1.0,1,0.9908,3,2,0.9926,malfunction,coordinated_attack
35083,Hyundai,Hyundai,1.0,1,0.987,-1,0,0.0,,isolated_attack
35084,Hyundai,Hyundai,1.0,1,0.9884,-1,0,0.0,,isolated_attack
35085,Hyundai,Hyundai,1.0,1,0.9898,3,2,0.9926,malfunction,coordinated_attack
35086,Hyundai,Hyundai,1.0,1,0.9939,-1,0,0.0,,isolated_attack
35087,Hyundai,Hyundai,1.0,1,0.9953,-1,0,0.0,,isolated_attack
35088,Hyundai,Hyundai,1.0,1,0.9889,-1,0,0.0,,isolated_attack
35089,Hyundai,Hyundai,1.0,1,0.9858,-1,0,0.0,,isolated_attack
35090,Hyundai,Hyundai,1.0,1,0.99,3,2,0.9926,malfunction,coordinated_attack
35091,Hyundai,Hyundai,1.0,1,0.9914,3,2,0.9926,malfunction,coordinated_attack
35092,Hyundai,Hyundai,1.0,1,0.9937,-1,0,0.0,,isolated_attack
35093,Hyundai,Hyundai,1.0,1,0.9925,3,2,0.9926,malfunction,coordinated_attack
35094,Hyundai,Hyundai,1.0,1,0.9881,-1,0,0.0,,isolated_attack
35095,Hyundai,Hyundai,1.0,1,0.9877,-1,0,0.0,,isolated_attack
35096,Hyundai,Hyundai,1.0,1,0.987,-1,0,0.0,,isolated_attack
35097,Hyundai,Hyundai,1.0,1,0.9919,3,2,0.9926,malfunction,coordinated_attack
35098,Hyundai,Hyundai,1.0,1,0.9937,-1,0,0.0,,isolated_attack
35099,Hyundai,Hyundai,1.0,1,0.9891,-1,0,0.0,,isolated_attack
35100,Hyundai,Hyundai,1.0,1,0.9867,-1,0,0.0,,isolated_attack
35101,Hyundai,Hyundai,1.0,1,0.9881,-1,0,0.0,,isolated_attack
35102,Hyundai,Hyundai,1.0,1,0.9881,-1,0,0.0,,isolated_attack
35103,Hyundai,Hyundai,1.0,1,0.9912,3,2,0.9926,malfunction,coordinated_attack
35104,Hyundai,Hyundai,1.0,1,0.9911,3,2,0.9926,malfunction,coordinated_attack
35105,Hyundai,Hyundai,1.0,1,0.9859,-1,0,0.0,,isolated_attack
35106,Hyundai,Hyundai,1.0,1,0.9889,-1,0,0.0,,isolated_attack
35107,Hyundai,Hyundai,1.0,1,0.9897,-1,0,0.0,,isolated_attack
35108,Hyundai,Hyundai,1.0,1,0.9887,-1,0,0.0,,isolated_attack
35109,Hyundai,Hyundai,1.0,1,0.9918,3,2,0.9926,malfunction,coordinated_attack
35110,Hyundai,Hyundai,1.0,1,0.9898,3,2,0.9926,malfunction,coordinated_attack
35111,Hyundai,Hyundai,1.0,1,0.9876,-1,0,0.0,,isolated_attack
35112,Hyundai,Hyundai,1.0,1,0.988,-1,0,0.0,,isolated_attack
35113,Hyundai,Hyundai,1.0,1,0.9883,-1,0,0.0,,isolated_attack
35114,Hyundai,Hyundai,1.0,1,0.9899,3,2,0.9926,malfunction,coordinated_attack
35115,Hyundai,Hyundai,1.0,1,0.9915,3,2,0.9926,malfunction,coordinated_attack
35116,Hyundai,Hyundai,1.0,1,0.9904,3,2,0.9926,malfunction,coordinated_attack
35117,Hyundai,Hyundai,1.0,1,0.9927,-1,0,0.0,,isolated_attack
35118,Hyundai,Hyundai,1.0,1,0.9921,3,2,0.9926,malfunction,coordinated_attack
35119,Hyundai,Hyundai,1.0,1,0.9934,-1,0,0.0,,isolated_attack
35120,Hyundai,Hyundai,1.0,1,0.9892,3,2,0.9926,malfunction,coordinated_attack
35121,Hyundai,Hyundai,1.0,1,0.9917,-1,0,0.0,,isolated_attack
35122,Hyundai,Hyundai,1.0,1,0.994,-1,0,0.0,,isolated_attack
35123,Hyundai,Hyundai,1.0,1,0.9927,3,2,0.9926,malfunction,coordinated_attack
35124,Hyundai,Hyundai,1.0,1,0.9904,3,2,0.9926,malfunction,coordinated_attack
35125,Hyundai,Hyundai,1.0,1,0.9885,-1,0,0.0,,isolated_attack
35126,Hyundai,Hyundai,1.0,1,0.9858,-1,0,0.0,,isolated_attack
35127,Hyundai,Hyundai,1.0,1,0.9878,-1,0,0.0,,isolated_attack
35128,Hyundai,Hyundai,1.0,1,0.9884,-1,0,0.0,,isolated_attack
35129,Hyundai,Hyundai,1.0,1,0.9906,3,2,0.9926,malfunction,coordinated_attack
35130,Hyundai,Hyundai,1.0,1,0.9904,3,2,0.9926,malfunction,coordinated_attack
35131,Hyundai,Hyundai,1.0,1,0.9869,-1,0,0.0,,isolated_attack
35132,Hyundai,Hyundai,1.0,1,0.9893,3,2,0.9926,malfunction,coordinated_attack
35133,Hyundai,Hyundai,1.0,1,0.9936,-1,0,0.0,,isolated_attack
35134,Hyundai,Hyundai,1.0,1,0.9922,3,2,0.9926,malfunction,coordinated_attack
35135,Hyundai,Hyundai,1.0,1,0.9902,3,2,0.9926,malfunction,coordinated_attack
35136,Hyundai,Hyundai,1.0,1,0.99,-1,0,0.0,,isolated_attack
35137,Hyundai,Hyundai,1.0,1,0.9853,-1,0,0.0,,isolated_attack
35138,Hyundai,Hyundai,1.0,1,0.9914,3,2,0.9926,malfunction,coordinated_attack
35139,Hyundai,Hyundai,1.0,1,0.9934,-1,0,0.0,,isolated_attack
35140,Hyundai,Hyundai,1.0,1,0.99,3,2,0.9926,malfunction,coordinated_attack
35141,Hyundai,Hyundai,1.0,1,0.9898,3,2,0.9926,malfunction,coordinated_attack
35142,Hyundai,Hyundai,1.0,1,0.9846,-1,0,0.0,,isolated_attack
35143,Hyundai,Hyundai,1.0,1,0.9809,-1,0,0.0,,isolated_attack
35144,Hyundai,Hyundai,1.0,1,0.9888,-1,0,0.0,,isolated_attack
35145,Hyundai,Hyundai,1.0,1,0.9925,-1,0,0.0,,isolated_attack
35146,Hyundai,Hyundai,1.0,1,0.9937,-1,0,0.0,,isolated_attack
35147,Hyundai,Hyundai,1.0,1,0.9904,3,2,0.9926,malfunction,coordinated_attack
35148,Hyundai,Hyundai,1.0,1,0.9835,-1,0,0.0,,isolated_attack
35149,Hyundai,Hyundai,1.0,1,0.988,-1,0,0.0,,isolated_attack
35150,Hyundai,Hyundai,1.0,1,0.9913,3,2,0.9926,malfunction,coordinated_attack
35151,Hyundai,Hyundai,1.0,1,0.9943,-1,0,0.0,,isolated_attack
35152,Hyundai,Hyundai,1.0,1,0.9925,3,2,0.9926,malfunction,coordinated_attack
35153,Hyundai,Hyundai,1.0,1,0.9856,-1,0,0.0,,isolated_attack
35154,Hyundai,Hyundai,1.0,1,0.9838,-1,0,0.0,,isolated_attack
35155,Hyundai,Hyundai,1.0,1,0.9859,-1,0,0.0,,isolated_attack
35156,Hyundai,Hyundai,1.0,1,0.9872,-1,0,0.0,,isolated_attack
35157,Hyundai,Hyundai,1.0,1,0.9884,-1,0,0.0,,isolated_attack
35158,Hyundai,Hyundai,1.0,1,0.9932,-1,0,0.0,,isolated_attack
35159,Hyundai,Hyundai,1.0,1,0.9911,3,2,0.9926,malfunction,coordinated_attack
35160,Hyundai,Hyundai,1.0,1,0.9866,-1,0,0.0,,isolated_attack
35161,Hyundai,Hyundai,1.0,1,0.9899,-1,0,0.0,,isolated_attack
35162,Hyundai,Hyundai,1.0,1,0.9913,3,2,0.9926,malfunction,coordinated_attack
35163,Hyundai,Hyundai,1.0,1,0.9949,-1,0,0.0,,isolated_attack
35164,Hyundai,Hyundai,1.0,1,0.9913,3,2,0.9926,malfunction,coordinated_attack
35165,Hyundai,Hyundai,1.0,1,0.9857,-1,0,0.0,,isolated_attack
35166,Hyundai,Hyundai,1.0,1,0.9894,-1,0,0.0,,isolated_attack
35167,Hyundai,Hyundai,1.0,1,0.994,-1,0,0.0,,isolated_attack
35168,Hyundai,Hyundai,1.0,1,0.9956,-1,0,0.0,,isolated_attack
35169,Hyundai,Hyundai,1.0,1,0.9915,3,2,0.9926,malfunction,coordinated_attack
35170,Hyundai,Hyundai,1.0,1,0.9858,-1,0,0.0,,isolated_attack
35171,Hyundai,Hyundai,1.0,1,0.9851,-1,0,0.0,,isolated_attack
35172,Hyundai,Hyundai,1.0,1,0.9893,-1,0,0.0,,isolated_attack
35173,Hyundai,Hyundai,1.0,1,0.9927,-1,0,0.0,,isolated_attack
35174,Hyundai,Hyundai,1.0,1,0.9938,-1,0,0.0,,isolated_attack
35175,Hyundai,Hyundai,1.0,1,0.9878,-1,0,0.0,,isolated_attack
35176,Hyundai,Hyundai,1.0,1,0.9838,-1,0,0.0,,isolated_attack
35177,Hyundai,Hyundai,1.0,1,0.9879,-1,0,0.0,,isolated_attack
35178,Hyundai,Hyundai,1.0,1,0.9911,3,2,0.9926,malfunction,coordinated_attack
35179,Hyundai,Hyundai,1.0,1,0.9939,-1,0,0.0,,isolated_attack
35180,Hyundai,Hyundai,1.0,1,0.9917,3,2,0.9926,malfunction,coordinated_attack
35181,Hyundai,Hyundai,1.0,1,0.9862,-1,0,0.0,,isolated_attack
35182,Hyundai,Hyundai,1.0,1,0.9883,-1,0,0.0,,isolated_attack
35183,Hyundai,Hyundai,1.0,1,0.989,-1,0,0.0,,isolated_attack
35184,Hyundai,Hyundai,1.0,1,0.9922,3,2,0.9926,malfunction,coordinated_attack
35185,Hyundai,Hyundai,1.0,1,0.9955,-1,0,0.0,,isolated_attack
35186,Hyundai,Hyundai,1.0,1,0.9891,-1,0,0.0,,isolated_attack
35187,Hyundai,Hyundai,1.0,1,0.9838,-1,0,0.0,,isolated_attack
35188,Hyundai,Hyundai,1.0,1,0.9927,-1,0,0.0,,isolated_attack
35189,Hyundai,Hyundai,1.0,1,0.9947,-1,0,0.0,,isolated_attack
35190,Hyundai,Hyundai,1.0,1,0.9915,3,2,0.9926,malfunction,coordinated_attack
35191,Hyundai,Hyundai,1.0,1,0.9874,-1,0,0.0,,isolated_attack
35192,Hyundai,Hyundai,1.0,1,0.9888,-1,0,0.0,,isolated_attack
35193,Hyundai,Hyundai,1.0,1,0.9922,-1,0,0.0,,isolated_attack
35194,Hyundai,Hyundai,1.0,1,0.9928,-1,0,0.0,,isolated_attack
35195,Hyundai,Hyundai,1.0,1,0.991,3,2,0.9926,malfunction,coordinated_attack
35196,Hyundai,Hyundai,1.0,1,0.9903,3,2,0.9926,malfunction,coordinated_attack
35197,Hyundai,Hyundai,1.0,1,0.9903,3,2,0.9926,malfunction,coordinated_attack
35198,Hyundai,Hyundai,1.0,1,0.9908,3,2,0.9926,malfunction,coordinated_attack
35199,Hyundai,Hyundai,1.0,1,0.9882,-1,0,0.0,,isolated_attack
35200,Hyundai,Hyundai,1.0,1,0.9892,-1,0,0.0,,isolated_attack
35201,Hyundai,Hyundai,1.0,1,0.9918,3,2,0.9926,malfunction,coordinated_attack
35202,Hyundai,Hyundai,1.0,1,0.9933,-1,0,0.0,,isolated_attack
35203,Hyundai,Hyundai,1.0,1,0.9902,3,2,0.9926,malfunction,coordinated_attack
35204,Hyundai,Hyundai,1.0,1,0.9903,3,2,0.9926,malfunction,coordinated_attack
35205,Hyundai,Hyundai,1.0,1,0.9887,-1,0,0.0,,isolated_attack
35206,Hyundai,Hyundai,1.0,1,0.9883,-1,0,0.0,,isolated_attack
35207,Hyundai,Hyundai,1.0,1,0.9934,-1,0,0.0,,isolated_attack
35208,Hyundai,Hyundai,1.0,1,0.9939,-1,0,0.0,,isolated_attack
35209,Hyundai,Hyundai,1.0,1,0.9936,-1,0,0.0,,isolated_attack
35210,Hyundai,Hyundai,1.0,1,0.9929,-1,0,0.0,,isolated_attack
35211,Hyundai,Hyundai,1.0,1,0.9918,3,2,0.9926,malfunction,coordinated_attack
35212,Hyundai,Hyundai,1.0,1,0.9921,3,2,0.9926,malfunction,coordinated_attack
35213,Hyundai,Hyundai,1.0,1,0.9911,3,2,0.9926,malfunction,coordinated_attack
35214,Hyundai,Hyundai,1.0,1,0.9892,-1,0,0.0,,isolated_attack
35215,Hyundai,Hyundai,1.0,1,0.991,3,2,0.9926,malfunction,coordinated_attack
35216,Hyundai,Hyundai,1.0,1,0.9916,3,2,0.9926,malfunction,coordinated_attack
35217,Hyundai,Hyundai,1.0,1,0.9914,3,2,0.9926,malfunction,coordinated_attack
35218,Hyundai,Hyundai,1.0,1,0.99,3,2,0.9926,malfunction,coordinated_attack
35219,Hyundai,Hyundai,1.0,1,0.9927,-1,0,0.0,,isolated_attack
35220,Hyundai,Hyundai,1.0,1,0.9913,3,2,0.9926,malfunction,coordinated_attack
35221,Hyundai,Hyundai,1.0,1,0.9918,3,2,0.9926,malfunction,coordinated_attack
35222,Hyundai,Hyundai,1.0,1,0.9779,-1,0,0.0,,isolated_attack
35223,Hyundai,Hyundai,0.983307,1,0.9141,-1,0,0.0,,isolated_attack
35224,Hyundai,Hyundai,0.970993,1,0.9025,-1,0,0.0,,isolated_attack
35233,Hyundai,Hyundai,0.892274,1,0.7906,-1,0,0.0,,isolated_attack
35234,Hyundai,Hyundai,0.85898,1,0.7328,-1,0,0.0,,isolated_attack
35235,Hyundai,Hyundai,0.975098,1,0.9024,-1,0,0.0,,isolated_attack
35236,Hyundai,Hyundai,0.919274,1,0.8479,-1,0,0.0,,isolated_attack
35237,Hyundai,Hyundai,0.922649,1,0.8498,-1,0,0.0,,isolated_attack
35239,Hyundai,Hyundai,0.987321,1,0.9179,-1,0,0.0,,isolated_attack
35241,Hyundai,Hyundai,0.873848,1,0.7637,-1,0,0.0,,isolated_attack
35243,Hyundai,Hyundai,0.850315,1,0.7084,-1,0,0.0,,isolated_attack
35248,Hyundai,Hyundai,0.989601,1,0.9095,-1,0,0.0,,isolated_attack
35265,Hyundai,Hyundai,0.885159,1,0.7711,-1,0,0.0,,isolated_attack
35267,Hyundai,Hyundai,0.890176,1,0.7977,-1,0,0.0,,isolated_attack
35273,Hyundai,Hyundai,0.98796,1,0.9138,-1,0,0.0,,isolated_attack
35274,Hyundai,Hyundai,0.999453,1,0.9168,-1,0,0.0,,isolated_attack
35275,Hyundai,Hyundai,0.971541,1,0.8932,-1,0,0.0,,isolated_attack
35276,Hyundai,Hyundai,0.924838,1,0.8597,-1,0,0.0,,isolated_attack
35277,Hyundai,Hyundai,0.858159,1,0.7462,-1,0,0.0,,isolated_attack
35280,Hyundai,Hyundai,0.976558,1,0.912,-1,0,0.0,,isolated_attack
35282,Hyundai,Hyundai,0.826142,1,0.6725,-1,0,0.0,,isolated_attack
35283,Hyundai,Hyundai,0.877588,1,0.792,-1,0,0.0,,isolated_attack
35286,Hyundai,Hyundai,0.945635,1,0.8777,-1,0,0.0,,isolated_attack
35287,Hyundai,Hyundai,0.913619,1,0.8667,-1,0,0.0,,isolated_attack
35289,Hyundai,Hyundai,0.92876,1,0.8636,-1,0,0.0,,isolated_attack
35291,Hyundai,Hyundai,0.815744,1,0.6742,0,3,0.9459,malfunction,coordinated_attack
35292,Hyundai,Hyundai,0.894281,1,0.8262,-1,0,0.0,,isolated_attack
35296,Hyundai,Hyundai,0.865457,1,0.7689,-1,0,0.0,,isolated_attack
35303,Hyundai,Hyundai,0.811457,1,0.705,-1,0,0.0,,isolated_attack
35306,Hyundai,Hyundai,0.862355,1,0.7591,-1,0,0.0,,isolated_attack
35310,Hyundai,Hyundai,0.944267,1,0.8841,-1,0,0.0,,isolated_attack
35311,Hyundai,Hyundai,0.811548,1,0.6724,-1,0,0.0,,isolated_attack
35313,Hyundai,Hyundai,0.983946,1,0.9068,-1,0,0.0,,isolated_attack
35317,Hyundai,Hyundai,0.924291,1,0.8735,-1,0,0.0,,isolated_attack
35319,Hyundai,Hyundai,0.954757,1,0.9071,-1,0,0.0,,isolated_attack
35320,Hyundai,Hyundai,0.897747,1,0.8313,-1,0,0.0,,isolated_attack
35321,Hyundai,Hyundai,0.868284,1,0.7669,-1,0,0.0,,isolated_attack
35323,Hyundai,Hyundai,0.958588,1,0.916,-1,0,0.0,,isolated_attack
35329,Hyundai,Hyundai,0.843747,1,0.725,-1,0,0.0,,isolated_attack
35330,Hyundai,Hyundai,0.834534,1,0.7132,-1,0,0.0,,isolated_attack
35332,Hyundai,Hyundai,0.802974,1,0.6498,-1,0,0.0,,isolated_attack
35335,Hyundai,Hyundai,0.982669,1,0.9336,-1,0,0.0,,isolated_attack
35336,Hyundai,Hyundai,0.891362,1,0.8111,-1,0,0.0,,isolated_attack
35344,Hyundai,Hyundai,0.847943,1,0.7696,-1,0,0.0,,isolated_attack
35345,Hyundai,Hyundai,0.883335,1,0.802,-1,0,0.0,,isolated_attack
35347,Hyundai,Hyundai,0.919548,1,0.8622,-1,0,0.0,,isolated_attack
35348,Hyundai,Hyundai,0.928852,1,0.8924,-1,0,0.0,,isolated_attack
35349,Hyundai,Hyundai,0.826325,1,0.6905,-1,0,0.0,,isolated_attack
35352,Hyundai,Hyundai,0.952477,1,0.8961,-1,0,0.0,,isolated_attack
35353,Hyundai,Hyundai,0.834078,1,0.7021,-1,0,0.0,,isolated_attack
35356,Hyundai,Hyundai,0.817021,1,0.6779,-1,0,0.0,,isolated_attack
35362,Hyundai,Hyundai,0.944906,1,0.9147,-1,0,0.0,,isolated_attack
35363,Hyundai,Hyundai,0.960595,1,0.9057,-1,0,0.0,,isolated_attack
35366,Hyundai,Hyundai,0.964517,1,0.9099,-1,0,0.0,,isolated_attack
35367,Hyundai,Hyundai,0.951291,1,0.9042,-1,0,0.0,,isolated_attack
