event_id,vehicle_model,attack_type,algorithm,cluster_id,n_vehicles_in_cluster,mean_behavioural_similarity,final_classification
EVT-KIA-078320,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078321,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078322,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078323,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078324,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078325,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078326,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078327,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078328,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078329,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078330,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078331,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078332,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078333,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078334,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078335,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078336,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078337,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078338,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078339,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078340,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078341,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078342,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078343,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078344,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078345,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078346,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078347,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078348,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078349,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078350,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078351,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078352,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078353,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078354,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078355,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078356,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078357,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078358,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078359,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078360,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078361,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078362,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078363,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078364,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078365,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078366,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078367,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078368,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078369,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078370,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078371,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078372,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078373,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078374,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078375,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078376,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078377,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078378,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078379,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078380,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078381,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078382,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078383,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078384,Kia,fuzzy,kmeans,7,2,0.996827,Fleet-level coordinated behavioural pattern
EVT-KIA-078385,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078386,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078387,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078388,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078389,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078390,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078391,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078392,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078393,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078394,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078395,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078396,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078397,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078398,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078399,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078400,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078401,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078402,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078403,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078404,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078405,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078406,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078407,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078408,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078409,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078410,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078411,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078412,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078413,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078414,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078415,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078416,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078417,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078418,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078419,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078420,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078421,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078422,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078423,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078424,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078425,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078426,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078427,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078428,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078429,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078430,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078431,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078432,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078433,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078434,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078435,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078436,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078437,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078438,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078439,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078440,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078441,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078442,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078443,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078444,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078445,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078446,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078447,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078448,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078449,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078450,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078451,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078452,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078453,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078454,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078455,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078456,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078457,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078458,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078459,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078460,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078461,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078462,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078463,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078464,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078465,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078466,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078467,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078468,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078469,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078470,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078471,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078472,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078473,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078474,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078475,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078476,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078477,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078478,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078479,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078480,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078481,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078482,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078483,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078484,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078485,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078486,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078487,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078488,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078489,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078490,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078491,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078492,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078493,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078494,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078495,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078496,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078497,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078498,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078499,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078500,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078501,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078502,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078503,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078504,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078505,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078506,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078507,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078508,Kia,fuzzy,kmeans,1,2,0.993164,Fleet-level coordinated behavioural pattern
EVT-KIA-078509,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078510,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078511,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078512,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078513,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078514,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078515,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078516,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078517,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078518,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078519,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078520,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078521,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078522,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078523,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078524,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078525,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078526,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078527,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078528,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078529,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078530,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078531,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078532,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078533,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078534,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078535,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078536,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078537,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078538,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078539,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078540,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078541,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078542,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078543,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078544,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078545,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078546,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078547,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078548,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078549,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078550,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078551,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078552,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078553,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078554,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078555,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078556,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078557,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078558,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078559,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078560,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078561,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078562,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078563,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078564,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078565,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078566,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078567,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078568,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078569,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078570,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078571,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078572,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078573,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078574,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078575,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078576,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078577,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078578,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078579,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078580,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078581,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078582,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078583,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078584,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078585,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078586,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078587,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078588,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078589,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078590,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078591,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078592,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078593,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078594,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078595,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078596,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078597,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078598,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078599,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078600,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078601,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078602,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
EVT-KIA-078603,Kia,fuzzy,kmeans,8,1,0.996703,Isolated anomaly
